Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW,SNWD (Inches)
1987/6/20,79,90,69,0,,
1987/6/21,79,85,70,0,,
1987/6/22,74,81,69,0.03,,
1987/6/23,69,76,65,1.3,,
1987/6/24,73,81,66,0,,
1987/6/25,75,79,69,0,,
1987/6/26,76,89,69,0.08,,
1987/6/27,75,85,69,0,,
1987/6/28,72,79,66,0.05,,
1987/6/29,74,80,68,0,,
1987/6/30,74,81,67,0,,
1987/7/1,73,80,68,0,,
1987/7/2,73,84,67,0.95,,
1987/7/3,77,89,68,0,,
1987/7/4,80,91,72,0,,
1987/7/5,78,91,72,0.05,,
1987/7/6,79,85,70,0,,
1987/7/7,77,84,72,0,,
1987/7/8,81,89,71,0,,
1987/7/9,78,83,74,0,,
1987/7/10,77,88,70,1.04,,
1987/7/11,85,97,71,0,,
1987/7/12,83,90,76,0,,
1987/7/13,78,85,67,0.02,,
1987/7/14,75,86,67,1.8,,
1987/7/15,71,76,67,0.37,,
1987/7/16,79,92,67,0,,
1987/7/17,82,93,71,0,,
1987/7/18,82,91,73,0,,
1987/7/19,82,91,74,0,,
1987/7/20,77,86,70,0.88,,
1987/7/21,76,85,71,0.06,,
1987/7/22,79,89,66,0,,
1987/7/23,80,92,67,0,,
1987/7/24,82,93,71,0,,
1987/7/25,84,92,76,0,,
1987/7/26,84,93,77,0,,
1987/7/27,83,91,77,0,,
1987/7/28,84,93,75,0,,
1987/7/29,83,89,78,0,,
1987/7/30,85,94,76,0,,
1987/7/31,87,96,79,0,,
1987/8/1,78,89,73,0,,
1987/8/2,80,90,68,0,,
1987/8/3,72,84,67,1.03,,
1987/8/4,81,96,68,0,,
1987/8/5,83,93,72,0,,
1987/8/6,74,84,69,0.51,,
1987/8/7,74,85,66,0.25,,
1987/8/8,77,87,66,0,,
1987/8/9,79,89,66,0,,
1987/8/10,78,88,70,0.04,,
1987/8/11,78,85,70,0,,
1987/8/12,80,87,74,0,,
1987/8/13,75,81,68,2.2,,
1987/8/14,68,71,66,1.05,,
1987/8/15,73,82,66,0.43,,
1987/8/16,75,83,68,0,,
1987/8/17,78,87,71,0,,
1987/8/18,75,83,71,0.18,,
1987/8/19,76,83,68,1.65,,
1987/8/20,79,90,67,0,,
1987/8/21,80,92,67,0,,
1987/8/22,77,83,74,0.04,,
1987/8/23,77,84,71,0,,
1987/8/24,76,86,68,0.14,,
1987/8/25,76,85,65,0.58,,
1987/8/26,73,82,69,1.07,,
1987/8/27,78,89,67,0.52,,
1987/8/28,78,91,65,0,,
1987/8/29,79,90,67,0,,
1987/8/30,75,86,64,0,,
1987/8/31,75,85,65,0,,
1987/9/1,76,83,66,0,,
1987/9/2,76,84,68,0,,
1987/9/3,70,80,68,0.88,,
1987/9/4,73,84,66,0.15,,
1987/9/5,73,80,65,0,,
1987/9/6,66,74,60,0.52,,
1987/9/7,68,79,58,0,,
1987/9/8,70,81,58,0,,
1987/9/9,71,81,61,0,,
1987/9/10,74,82,65,0,,
1987/9/11,74,84,68,0,,
1987/9/12,73,83,64,0,,
1987/9/13,75,84,68,0,,
1987/9/14,73,83,67,0.06,,
1987/9/15,68,77,59,0,,
1987/9/16,67,75,58,0,,
1987/9/17,69,80,58,0,,
1987/9/18,72,83,63,0,,
1987/9/19,75,88,64,0,,
1987/9/20,76,85,70,0,,
1987/9/21,69,83,54,0,,
1987/9/22,70,83,59,0,,
1987/9/23,72,80,65,0,,
1987/9/24,66,76,61,0.21,,
1987/9/25,63,71,55,0,,
1987/9/26,62,75,47,0,,
1987/9/27,64,79,48,0,,
1987/9/28,61,69,53,0,,
1987/9/29,65,78,53,0.01,,
1987/9/30,65,80,52,0,,
1987/10/1,69,84,60,0,,
1987/10/2,67,80,53,0,,
1987/10/3,69,83,54,0,,
1987/10/4,69,79,62,0,,
1987/10/5,67,78,59,0,,
1987/10/6,69,76,63,0,,
1987/10/7,62,72,47,0,,
1987/10/8,61,69,54,0,,
1987/10/9,65,70,60,0,,
1987/10/10,65,76,58,0,,
1987/10/11,65,71,62,0,,
1987/10/12,61,66,55,0,,
1987/10/13,58,60,54,0,,
1987/10/14,58,62,55,0,,
1987/10/15,54,63,48,0,,
1987/10/16,49,55,43,0.06,,
1987/10/17,59,68,48,0,,
1987/10/18,53,61,45,0,,
1987/10/19,48,53,43,0,,
1987/10/20,45,56,35,0,,
1987/10/21,49,57,40,0,,
1987/10/22,48,64,37,0,,
1987/10/23,49,62,37,0,,
1987/10/24,50,61,36,0,,
1987/10/25,50,66,36,0,,
1987/10/26,49,63,38,0,,
1987/10/27,54,71,39,0,,
1987/10/28,53,65,44,0,,
1987/10/29,56,61,49,0,,
1987/10/30,45,52,40,0,,
1987/10/31,40,44,34,0.1,,
1987/11/1,38,47,32,0.4,,
1987/11/2,44,54,34,0,,
1987/11/3,42,55,31,0,,
1987/11/4,40,48,31,0,,
1987/11/5,39,50,27,0,,
1987/11/6,41,54,31,0,,
1987/11/7,41,52,30,0,,
1987/11/8,40,52,30,0,,
1987/11/9,43,52,33,0,,
1987/11/10,52,64,41,0,,
1987/11/11,51,60,47,0,,
1987/11/12,49,56,43,0,,
1987/11/13,40,49,33,0,,
1987/11/14,40,50,30,0,,
1987/11/15,45,54,39,0.03,,
1987/11/16,43,51,35,0,,
1987/11/17,39,47,30,0,,
1987/11/18,47,54,40,0,,
1987/11/19,39,47,33,0,,
1987/11/20,45,62,32,0,,
1987/11/21,40,50,36,0,,
1987/11/22,39,41,37,0,,
1987/11/23,40,52,31,0,,
1987/11/24,36,44,32,0,,
1987/11/25,37,41,35,0.58,,
1987/11/26,30,36,27,0.38,,
1987/11/27,25,29,23,0,,
1987/11/28,22,26,17,0,,
1987/11/29,23,32,13,0,,
1987/11/30,22,31,15,0,,
1987/12/1,22,29,15,0,,
1987/12/2,25,39,13,0,,
1987/12/3,30,39,24,0,,
1987/12/4,29,36,21,0,,
1987/12/5,30,36,26,0,,
1987/12/6,30,40,20,0,,
1987/12/7,29,40,22,0,,
1987/12/8,32,47,21,0,,
1987/12/9,27,35,22,0,,
1987/12/10,30,36,26,0,,
1987/12/11,26,35,17,0,,
1987/12/12,28,39,16,0,,
1987/12/13,31,43,20,0,,
1987/12/14,30,44,19,0,,
1987/12/15,35,42,29,0,,
1987/12/16,33,49,22,0,,
1987/12/17,31,42,22,0,,
1987/12/18,34,48,23,0,,
1987/12/19,35,44,27,0,,
1987/12/20,32,48,23,0,,
1987/12/21,33,46,21,0,,
1987/12/22,39,46,34,0,,
1987/12/23,32,39,26,0,,
1987/12/24,38,48,30,0,,
1987/12/25,36,50,27,0,,
1987/12/26,35,49,27,0,,
1987/12/27,38,56,27,0,,
1987/12/28,46,56,31,0,,
1987/12/29,31,46,28,0.14,,
1987/12/30,23,29,17,0,,
1987/12/31,24,28,19,0,,
1988/1/1,34,40,24,0,,
1988/1/2,28,34,24,0,,
1988/1/3,26,30,23,0.04,,
1988/1/4,30,39,23,0,,
1988/1/5,26,37,18,0,,
1988/1/6,21,26,17,0,,
1988/1/7,23,31,16,0,,
1988/1/8,27,33,22,0,,
1988/1/9,24,35,16,0,,
1988/1/10,23,35,14,0,,
1988/1/11,23,35,13,0,,
1988/1/12,26,37,16,0,,
1988/1/13,25,31,19,0,,
1988/1/14,35,42,25,0,,
1988/1/15,33,38,28,0,,
1988/1/16,28,37,21,0,,
1988/1/17,29,42,20,0,,
1988/1/18,28,42,18,0,,
1988/1/19,32,43,23,0,,
1988/1/20,30,40,20,0,,
1988/1/21,35,40,29,0,,
1988/1/22,23,38,18,0,,
1988/1/23,14,20,8,0,,
1988/1/24,20,27,13,0,,
1988/1/25,24,36,15,0,,
1988/1/26,26,35,15,0,,
1988/1/27,31,42,20,0,,
1988/1/28,29,36,21,0,,
1988/1/29,27,36,16,0,,
1988/1/30,28,34,21,0,,
1988/1/31,25,38,15,0,,
1988/2/1,27,40,15,0,,
1988/2/2,22,31,14,0,,
1988/2/3,19,28,10,0,,
1988/2/4,29,37,21,0,,
1988/2/5,27,35,22,0,,
1988/2/6,24,35,15,0,,
1988/2/7,28,36,22,0,,
1988/2/8,30,42,19,0,,
1988/2/9,30,40,24,0,,
1988/2/10,29,40,18,0,,
1988/2/11,35,44,25,0,,
1988/2/12,35,49,25,0,,
1988/2/13,29,38,24,0,,
1988/2/14,24,32,18,0,,
1988/2/15,25,32,18,0,,
1988/2/16,23,31,13,0,,
1988/2/17,29,36,21,0,,
1988/2/18,31,44,20,0,,
1988/2/19,32,48,17,0,,
1988/2/20,32,43,23,0,,
1988/2/21,31,40,25,0,,
1988/2/22,36,45,28,0,,
1988/2/23,33,41,26,0,,
1988/2/24,33,43,24,0,,
1988/2/25,33,41,27,0,,
1988/2/26,38,45,31,0,,
1988/2/27,34,40,29,0,,
1988/2/28,27,34,25,0.05,,
1988/2/29,31,40,24,0,,
1988/3/1,30,35,26,0,,
1988/3/2,27,35,20,0,,
1988/3/3,29,38,20,0,,
1988/3/4,33,41,26,0,,
1988/3/5,32,38,26,0,,
1988/3/6,24,31,18,0,,
1988/3/7,34,45,24,0,,
1988/3/8,38,51,25,0,,
1988/3/9,51,63,39,0,,
1988/3/10,41,53,29,0,,
1988/3/11,51,65,39,0,,
1988/3/12,47,61,34,0,,
1988/3/13,54,65,40,0,,
1988/3/14,49,57,42,0,,
1988/3/15,37,46,29,0,,
1988/3/16,36,47,26,0,,
1988/3/17,39,51,31,0,,
1988/3/18,43,48,37,0,,
1988/3/19,39,47,29,0,,
1988/3/20,36,43,28,0,,
1988/3/21,35,38,33,0.08,,
1988/3/22,38,46,30,0,,
1988/3/23,38,49,28,0,,
1988/3/24,38,43,32,0.18,,
1988/3/25,40,52,28,0,,
1988/3/26,42,56,32,0,,
1988/3/27,47,58,38,0,,
1988/3/28,42,47,40,0.09,,
1988/3/29,44,51,36,0,,
1988/3/30,48,59,35,0,,
1988/3/31,53,63,43,0,,
1988/4/1,52,60,45,0,,
1988/4/2,51,68,40,0,,
1988/4/3,43,49,38,0,,
1988/4/4,45,57,32,0.02,,
1988/4/5,48,56,40,0,,
1988/4/6,47,56,39,0,,
1988/4/7,53,65,39,0,,
1988/4/8,56,69,38,0,,
1988/4/9,58,74,41,0,,
1988/4/10,59,66,51,0,,
1988/4/11,60,69,54,0,,
1988/4/12,63,76,50,0,,
1988/4/13,64,71,56,0,,
1988/4/14,65,78,47,0,,
1988/4/15,67,81,49,0,,
1988/4/16,67,81,53,0,,
1988/4/17,53,74,49,0.3,,
1988/4/18,54,64,45,0,,
1988/4/19,53,61,43,0,,
1988/4/20,56,62,52,0,,
1988/4/21,52,59,45,0,,
1988/4/22,56,63,45,0,,
1988/4/23,56,66,48,0,,
1988/4/24,62,78,45,0,,
1988/4/25,70,83,52,0,,
1988/4/26,72,85,57,0,,
1988/4/27,75,91,56,0,,
1988/4/28,73,83,62,0,,
1988/4/29,73,82,61,0,,
1988/4/30,64,76,56,0,,
1988/5/1,65,76,54,0,,
1988/5/2,58,69,54,0,,
1988/5/3,66,85,47,0,,
1988/5/4,68,76,57,0,,
1988/5/5,67,75,61,0,,
1988/5/6,61,66,56,0,,
1988/5/7,67,78,55,0,,
1988/5/8,63,71,52,0,,
1988/5/9,65,73,56,0,,
1988/5/10,70,83,56,0,,
1988/5/11,69,78,61,0,,
1988/5/12,71,80,55,0,,
1988/5/13,66,73,57,0,,
1988/5/14,69,81,55,0.03,,
1988/5/15,73,88,61,0,,
1988/5/16,79,86,71,0,,
1988/5/17,76,92,62,0,,
1988/5/18,76,87,70,0,,
1988/5/19,77,90,63,0,,
1988/5/20,66,83,57,0.25,,
1988/5/21,61,66,57,0,,
1988/5/22,64,77,51,0,,
1988/5/23,63,71,60,0.21,,
1988/5/24,70,81,57,0,,
1988/5/25,70,79,58,0,,
1988/5/26,68,80,58,0.03,,
1988/5/27,76,88,56,0,,
1988/5/28,78,91,60,0,,
1988/5/29,68,81,60,0.8,,
1988/5/30,64,69,59,0.14,,
1988/5/31,65,74,59,0.01,,
1988/6/1,69,82,61,0,,
1988/6/2,69,79,60,0,,
1988/6/3,74,85,62,0,,
1988/6/4,77,88,64,0,,
1988/6/5,72,82,69,0.05,,
1988/6/6,75,85,63,0,,
1988/6/7,69,80,64,0.5,,
1988/6/8,72,86,62,0,,
1988/6/9,80,89,71,0,,
1988/6/10,79,89,70,0,,
1988/6/11,82,95,68,0,,
1988/6/12,85,99,66,0,,
1988/6/13,85,99,72,0,,
1988/6/14,87,101,73,0,,
1988/6/15,78,89,68,0.22,,
1988/6/16,77,91,63,0,,
1988/6/17,80,92,63,0,,
1988/6/18,81,90,69,0,,
1988/6/19,71,79,65,0.17,,
1988/6/20,75,84,61,0,,
1988/6/21,75,82,67,0,,
1988/6/22,73,79,71,0.5,,
1988/6/23,72,78,67,0.95,,
1988/6/24,73,79,69,0.01,,
1988/6/25,79,87,72,0,,
1988/6/26,81,90,72,0,,
1988/6/27,78,85,73,0,,
1988/6/28,80,88,72,0.03,,
1988/6/29,80,88,73,0,,
1988/6/30,81,87,74,0,,
1988/7/1,74,84,67,0.59,,
1988/7/2,75,91,66,0.05,,
1988/7/3,80,90,67,0,,
1988/7/4,76,85,74,0,,
1988/7/5,70,75,65,0.46,,
1988/7/6,73,82,65,0.44,,
1988/7/7,72,78,69,1.65,,
1988/7/8,75,81,68,0.01,,
1988/7/9,80,89,66,0,,
1988/7/10,82,90,76,0,,
1988/7/11,82,90,72,0,,
1988/7/12,79,92,71,0.15,,
1988/7/13,80,92,70,0.71,,
1988/7/14,85,93,74,0,,
1988/7/15,78,88,74,0.17,,
1988/7/16,80,87,74,0,,
1988/7/17,80,86,76,0,,
1988/7/18,82,92,76,0.51,,
1988/7/19,84,91,78,0,,
1988/7/20,85,91,79,0,,
1988/7/21,79,87,71,4.32,,
1988/7/22,83,96,71,0,,
1988/7/23,79,88,71,0.77,,
1988/7/24,76,79,74,0.03,,
1988/7/25,76,85,70,0.26,,
1988/7/26,79,87,72,0,,
1988/7/27,80,87,74,0,,
1988/7/28,77,84,74,0,,
1988/7/29,76,83,72,0.08,,
1988/7/30,77,83,75,0.46,,
1988/7/31,79,85,74,0.29,,
1988/8/1,80,83,75,0.02,,
1988/8/2,78,81,73,3.06,,
1988/8/3,81,89,77,0,,
1988/8/4,78,88,76,0.63,,
1988/8/5,77,81,75,0.36,,
1988/8/6,75,79,74,0.62,,
1988/8/7,77,83,74,0.01,,
1988/8/8,77,81,75,0.04,,
1988/8/9,80,89,76,0.33,,
1988/8/10,83,89,78,0.13,,
1988/8/11,83,90,76,0,,
1988/8/12,81,85,77,0,,
1988/8/13,72,82,69,0.22,,
1988/8/14,69,70,67,1.63,,
1988/8/15,69,73,67,0.15,,
1988/8/16,70,77,67,0.2,,
1988/8/17,76,85,67,0,,
1988/8/18,78,87,71,0,,
1988/8/19,77,83,72,0,,
1988/8/20,77,86,69,0.2,,
1988/8/21,75,84,65,0,,
1988/8/22,75,85,65,0,,
1988/8/23,76,83,68,0,,
1988/8/24,73,85,60,0,,
1988/8/25,74,83,65,0,,
1988/8/26,71,81,67,0.42,,
1988/8/27,73,82,63,0,,
1988/8/28,74,86,63,0,,
1988/8/29,76,88,64,0,,
1988/8/30,78,88,68,0,,
1988/8/31,74,81,71,0,,
1988/9/1,72,80,67,0.2,,
1988/9/2,74,83,70,0.07,,
1988/9/3,69,75,64,0.56,,
1988/9/4,70,80,61,0,,
1988/9/5,73,84,63,0,,
1988/9/6,73,83,66,0.3,,
1988/9/7,76,87,67,0,,
1988/9/8,76,88,62,0,,
1988/9/9,69,81,66,0.33,,
1988/9/10,69,80,63,0.19,,
1988/9/11,72,86,59,0,,
1988/9/12,73,87,60,0,,
1988/9/13,73,84,63,0,,
1988/9/14,68,76,65,0.24,,
1988/9/15,69,77,62,0,,
1988/9/16,67,71,63,0,,
1988/9/17,71,78,65,0.01,,
1988/9/18,67,73,63,0.02,,
1988/9/19,69,80,60,0,,
1988/9/20,68,83,53,0,,
1988/9/21,71,86,55,0,,
1988/9/22,71,85,56,0,,
1988/9/23,69,80,62,0,,
1988/9/24,70,80,60,0,,
1988/9/25,68,78,61,0,,
1988/9/26,67,79,56,0,,
1988/9/27,67,78,61,0,,
1988/9/28,67,76,61,0,,
1988/9/29,67,72,61,0,,
1988/9/30,66,74,61,0,,
1988/10/1,61,66,58,0,,
1988/10/2,59,63,56,0.05,,
1988/10/3,65,75,57,0,,
1988/10/4,58,67,53,0.73,,
1988/10/5,57,71,45,0,,
1988/10/6,61,77,46,0,,
1988/10/7,61,75,48,0,,
1988/10/8,63,76,53,0,,
1988/10/9,65,81,50,0,,
1988/10/10,68,79,60,0,,
1988/10/11,63,69,58,0.05,,
1988/10/12,54,60,47,0,,
1988/10/13,53,66,37,0,,
1988/10/14,54,73,42,0,,
1988/10/15,56,71,42,0,,
1988/10/16,58,71,47,0,,
1988/10/17,60,71,46,0,,
1988/10/18,56,74,42,0,,
1988/10/19,56,62,51,0,,
1988/10/20,60,74,52,0,,
1988/10/21,62,73,45,0,,
1988/10/22,56,70,44,0,,
1988/10/23,53,58,51,0.06,,
1988/10/24,52,65,42,0,,
1988/10/25,56,68,44,0,,
1988/10/26,59,64,56,0,,
1988/10/27,54,63,49,0,,
1988/10/28,52,63,39,0,,
1988/10/29,46,58,37,0,,
1988/10/30,47,58,40,0,,
1988/10/31,51,69,40,0,,
1988/11/1,50,58,43,0,,
1988/11/2,53,65,41,0,,
1988/11/3,54,66,41,0,,
1988/11/4,55,68,40,0,,
1988/11/5,50,64,38,0,,
1988/11/6,53,68,37,0,,
1988/11/7,48,60,37,0,,
1988/11/8,49,67,38,0,,
1988/11/9,41,53,35,0,,
1988/11/10,46,56,39,0,,
1988/11/11,52,63,39,0,,
1988/11/12,55,65,41,0,,
1988/11/13,48,55,42,0,,
1988/11/14,42,51,35,0,,
1988/11/15,42,49,37,0,,
1988/11/16,42,53,32,0,,
1988/11/17,40,52,28,0,,
1988/11/18,41,51,31,0,,
1988/11/19,41,50,33,0,,
1988/11/20,44,55,32,0,,
1988/11/21,40,50,32,0,,
1988/11/22,42,48,35,0,,
1988/11/23,35,42,30,0,,
1988/11/24,33,44,25,0,,
1988/11/25,36,43,29,0,,
1988/11/26,39,49,30,0,,
1988/11/27,43,50,36,0,,
1988/11/28,39,46,29,0,,
1988/11/29,36,51,26,0,,
1988/11/30,41,55,28,0,,
1988/12/1,41,51,32,0,,
1988/12/2,38,51,27,0,,
1988/12/3,39,46,30,0,,
1988/12/4,35,42,30,0,,
1988/12/5,32,43,21,0,,
1988/12/6,33,43,25,0,,
1988/12/7,41,52,28,0,,
1988/12/8,36,46,33,0,,
1988/12/9,31,38,22,0,,
1988/12/10,33,41,26,0,,
1988/12/11,34,45,27,0,,
1988/12/12,37,50,27,0,,
1988/12/13,31,40,24,0,,
1988/12/14,24,31,18,0,,
1988/12/15,22,30,17,0,,
1988/12/16,27,39,16,0,,
1988/12/17,27,41,15,0,,
1988/12/18,27,34,21,0,,
1988/12/19,30,48,18,0,,
1988/12/20,34,39,30,0,,
1988/12/21,31,38,27,0,,
1988/12/22,32,36,26,0,,
1988/12/23,34,41,27,0,,
1988/12/24,30,37,25,0,,
1988/12/25,29,39,21,0,,
1988/12/26,29,39,20,0,,
1988/12/27,33,40,24,0,,
1988/12/28,28,32,23,0,,
1988/12/29,27,31,23,0.02,,
1988/12/30,28,33,22,0,,
1988/12/31,27,38,21,0,,
1989/1/1,24,30,17,0,,
1989/1/2,26,38,17,0,,
1989/1/3,30,42,20,0,,
1989/1/4,28,40,18,0,,
1989/1/5,29,31,25,0.07,,
1989/1/6,30,31,29,0.24,,
1989/1/7,30,43,17,0,,
1989/1/8,34,42,28,0,,
1989/1/9,35,45,27,0,,
1989/1/10,33,37,31,0,,
1989/1/11,29,33,26,0,,
1989/1/12,24,32,19,0,,
1989/1/13,26,35,15,0,,
1989/1/14,24,31,18,0,,
1989/1/15,24,37,13,0,,
1989/1/16,27,42,17,0,,
1989/1/17,26,34,18,0,,
1989/1/18,25,34,17,0,,
1989/1/19,28,44,18,0,,
1989/1/20,32,45,23,0,,
1989/1/21,33,46,22,0,,
1989/1/22,29,33,26,0,,
1989/1/23,31,39,23,0,,
1989/1/24,27,35,22,0,,
1989/1/25,32,44,22,0,,
1989/1/26,26,36,20,0,,
1989/1/27,24,34,18,0,,
1989/1/28,24,36,12,0,,
1989/1/29,26,37,17,0,,
1989/1/30,29,39,19,0,,
1989/1/31,34,40,30,0,,
1989/2/1,33,39,28,0,,
1989/2/2,31,42,22,0,,
1989/2/3,30,43,19,0,,
1989/2/4,30,38,24,0,,
1989/2/5,30,44,20,0,,
1989/2/6,34,44,22,0,,
1989/2/7,35,39,30,0,,
1989/2/8,38,47,29,0,,
1989/2/9,34,42,29,0,,
1989/2/10,35,52,22,0,,
1989/2/11,39,52,28,0,,
1989/2/12,42,51,35,0,,
1989/2/13,38,51,24,0,,
1989/2/14,34,43,27,0,,
1989/2/15,36,50,27,0,,
1989/2/16,39,45,34,0,,
1989/2/17,36,43,32,0,,
1989/2/18,33,43,25,0,,
1989/2/19,32,38,27,0,,
1989/2/20,33,40,29,0,,
1989/2/21,29,38,21,0,,
1989/2/22,32,42,19,0,,
1989/2/23,36,46,24,0,,
1989/2/24,39,49,27,0,,
1989/2/25,35,43,28,0,,
1989/2/26,38,50,29,0,,
1989/2/27,37,44,31,0,,
1989/2/28,40,50,28,0,,
1989/3/1,38,47,29,0,,
1989/3/2,39,44,35,0,,
1989/3/3,43,51,36,0,,
1989/3/4,35,44,28,0,,
1989/3/5,38,48,30,0,,
1989/3/6,35,44,26,0,,
1989/3/7,35,46,26,0,,
1989/3/8,39,55,23,0,,
1989/3/9,44,58,31,0,,
1989/3/10,49,60,36,0,,
1989/3/11,52,62,37,0,,
1989/3/12,54,69,42,0,,
1989/3/13,52,63,44,0,,
1989/3/14,50,57,45,0,,
1989/3/15,48,57,35,0,,
1989/3/16,49,59,35,0,,
1989/3/17,48,57,34,0,,
1989/3/18,44,52,39,0,,
1989/3/19,47,54,38,0,,
1989/3/20,45,54,36,0,,
1989/3/21,47,59,31,0,,
1989/3/22,49,58,40,0,,
1989/3/23,49,55,44,0,,
1989/3/24,49,59,39,0,,
1989/3/25,49,61,33,0,,
1989/3/26,51,62,44,0,,
1989/3/27,51,60,43,0,,
1989/3/28,53,67,35,0,,
1989/3/29,56,69,39,0,,
1989/3/30,59,69,53,0,,
1989/3/31,65,80,51,0,,
1989/4/1,56,70,43,0,,
1989/4/2,58,73,43,0,,
1989/4/3,60,68,52,0,,
1989/4/4,55,67,42,0,,
1989/4/5,59,67,50,0,,
1989/4/6,56,63,44,0,,
1989/4/7,62,76,50,0,,
1989/4/8,63,80,45,0,,
1989/4/9,61,70,53,0,,
1989/4/10,56,69,40,0,,
1989/4/11,60,76,44,0,,
1989/4/12,60,74,45,0,,
1989/4/13,62,72,50,0,,
1989/4/14,60,69,50,0,,
1989/4/15,54,60,48,0.02,,
1989/4/16,58,71,41,0,,
1989/4/17,65,76,47,0,,
1989/4/18,67,79,55,0,,
1989/4/19,64,72,55,0,,
1989/4/20,63,65,60,0.78,,
1989/4/21,64,74,57,0.61,,
1989/4/22,62,69,53,0,,
1989/4/23,62,72,49,0,,
1989/4/24,63,73,50,0,,
1989/4/25,66,80,54,0,,
1989/4/26,64,73,54,0,,
1989/4/27,59,67,51,0,,
1989/4/28,60,66,52,0,,
1989/4/29,62,72,50,0,,
1989/4/30,66,79,52,0,,
1989/5/1,68,81,55,0,,
1989/5/2,71,83,56,0,,
1989/5/3,72,86,58,0,,
1989/5/4,72,85,58,0,,
1989/5/5,71,81,61,0,,
1989/5/6,69,82,58,0,,
1989/5/7,67,74,64,0.13,,
1989/5/8,66,76,57,0,,
1989/5/9,62,70,55,0,,
1989/5/10,61,65,58,0,,
1989/5/11,58,63,55,0.03,,
1989/5/12,62,69,53,0,,
1989/5/13,61,69,52,0,,
1989/5/14,67,78,56,0,,
1989/5/15,70,83,54,0,,
1989/5/16,74,83,57,0,,
1989/5/17,73,83,60,0,,
1989/5/18,66,78,63,0.72,,
1989/5/19,67,76,60,0.12,,
1989/5/20,70,88,55,0,,
1989/5/21,75,88,56,0,,
1989/5/22,76,92,60,0,,
1989/5/23,69,83,54,0.23,,
1989/5/24,67,80,51,0,,
1989/5/25,75,92,54,0,,
1989/5/26,81,96,62,0,,
1989/5/27,77,86,68,0,,
1989/5/28,76,85,68,0,,
1989/5/29,76,84,67,0.04,,
1989/5/30,77,87,65,0,,
1989/5/31,74,87,67,0.03,,
1989/6/1,75,89,63,0,,
1989/6/2,76,89,62,0,,
1989/6/3,79,90,67,0,,
1989/6/4,76,87,71,0.13,,
1989/6/5,76,89,67,0.03,,
1989/6/6,68,81,65,0.03,,
1989/6/7,66,69,64,0.06,,
1989/6/8,71,81,61,0.91,,
1989/6/9,70,75,65,0,,
1989/6/10,72,78,67,0,,
1989/6/11,71,77,65,0,,
1989/6/12,72,80,67,0,,
1989/6/13,67,72,63,0.13,,
1989/6/14,71,87,61,0.01,,
1989/6/15,77,87,69,0,,
1989/6/16,77,87,63,0,,
1989/6/17,77,88,64,0,,
1989/6/18,76,86,67,0,,
1989/6/19,79,87,67,0,,
1989/6/20,81,89,74,0,,
1989/6/21,82,92,71,0,,
1989/6/22,83,94,69,0,,
1989/6/23,83,92,71,0,,
1989/6/24,83,92,73,0,,
1989/6/25,84,96,72,0,,
1989/6/26,82,94,71,0,,
1989/6/27,86,96,70,0,,
1989/6/28,83,94,70,0,,
1989/6/29,75,87,65,0.24,,
1989/6/30,76,86,64,0,,
1989/7/1,77,90,66,0,,
1989/7/2,72,78,67,0,,
1989/7/3,72,78,69,0,,
1989/7/4,71,76,67,0.01,,
1989/7/5,72,74,70,0.49,,
1989/7/6,73,78,70,0,,
1989/7/7,73,78,70,0.07,,
1989/7/8,79,90,71,0.01,,
1989/7/9,84,96,69,0,,
1989/7/10,81,90,74,0,,
1989/7/11,83,95,64,0,,
1989/7/12,87,94,74,0,,
1989/7/13,79,92,72,0.05,,
1989/7/14,74,82,68,0.25,,
1989/7/15,80,87,73,0,,
1989/7/16,82,92,76,0,,
1989/7/17,74,81,71,1.37,,
1989/7/18,77,84,69,0,,
1989/7/19,84,91,75,0,,
1989/7/20,81,88,74,0,,
1989/7/21,81,84,77,0.41,,
1989/7/22,79,81,76,0.97,,
1989/7/23,78,80,76,1.25,,
1989/7/24,83,94,76,0.02,,
1989/7/25,79,87,70,0,,
1989/7/26,77,84,71,0,,
1989/7/27,77,89,62,0,,
1989/7/28,79,90,67,0,,
1989/7/29,80,88,71,0,,
1989/7/30,78,85,72,0,,
1989/7/31,81,89,73,0,,
1989/8/1,84,93,73,0,,
1989/8/2,84,92,75,0,,
1989/8/3,83,92,75,0,,
1989/8/4,80,90,72,0,,
1989/8/5,80,88,74,0.09,,
1989/8/6,83,92,75,0,,
1989/8/7,78,86,72,0,,
1989/8/8,80,93,65,0,,
1989/8/9,81,91,69,0,,
1989/8/10,77,84,69,0.54,,
1989/8/11,79,89,72,0.38,,
1989/8/12,81,90,74,0,,
1989/8/13,80,88,71,0,,
1989/8/14,81,90,71,0,,
1989/8/15,78,88,73,1.09,,
1989/8/16,72,75,69,0.19,,
1989/8/17,74,85,62,0,,
1989/8/18,75,83,65,0,,
1989/8/19,67,78,63,1.74,,
1989/8/20,68,76,64,0.07,,
1989/8/21,69,77,58,0,,
1989/8/22,71,81,58,0,,
1989/8/23,73,81,63,0,,
1989/8/24,73,81,65,0,,
1989/8/25,76,83,69,0,,
1989/8/26,74,79,71,0,,
1989/8/27,78,87,72,0,,
1989/8/28,80,88,74,0,,
